"label"	"H1hESC.expr"	"HepG2.expr"	"K562.expr"	"MCF7.expr"	"SKNSH_RA.expr"	"A549.expr"	"GM12878.expr"	"IMR90.expr"	"SKNSH.expr"	"AG04450.expr"	"BJ.expr"	"HUVEC.expr"	"HeLaS3.expr"	"NHEK.expr"	"NHLF.expr"	"H1hESC.peakCount"	"HepG2.peakCount"	"K562.peakCount"	"MCF7.peakCount"	"SKNSH_RA.peakCount"	"A549.peakCount"	"GM12878.peakCount"	"IMR90.peakCount"	"SKNSH.peakCount"	"AG04450.peakCount"	"BJ.peakCount"	"HUVEC.peakCount"	"HeLaS3.peakCount"	"NHEK.peakCount"	"NHLF.peakCount"	"H1hESC.foldChange"	"HepG2.foldChange"	"K562.foldChange"	"MCF7.foldChange"	"SKNSH_RA.foldChange"	"A549.foldChange"	"GM12878.foldChange"	"IMR90.foldChange"	"SKNSH.foldChange"	"AG04450.foldChange"	"BJ.foldChange"	"HUVEC.foldChange"	"HeLaS3.foldChange"	"NHEK.foldChange"	"NHLF.foldChange"	"peakCountSumRaw"	"peakCountSum"	"exprCount"	"PSIave"	"FoldChangeave"	"FoldChangeaveGroup"	"FoldChangeVar"	"PSIVar"	"peakFracExpr"	"peakFracExprGroup"	"pearsonCorr"	"pearsonCorrPvalue"	"wilcoxCorrPvalue"	"alpha"	"M"	"j"
"131836"	"chr20:60885958-60886150_-"	0.91314	0.78205	NA	1	1	1	NA	1	1	NA	NA	0.91696	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0.961215	1.059512	"(0,5]"	11.22565678144	0.00521108238333333	0.1	"(0.0667,0.133]"	-0.872060659348768	0.00100163695912441	NA	0.05	7251	183
"131837"	"chr20:60885958-60886150_-"	0.91314	0.78205	NA	1	1	1	NA	1	1	NA	NA	0.91696	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0.961215	1.059512	"(0,5]"	11.22565678144	0.00521108238333333	0.1	"(0.0667,0.133]"	-0.872060659348768	0.00100163695912441	NA	0.05	7251	184
"131838"	"chr20:60885958-60886150_-"	0.91314	0.78205	NA	1	1	1	NA	1	1	NA	NA	0.91696	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0.961215	1.059512	"(0,5]"	11.22565678144	0.00521108238333333	0.1	"(0.0667,0.133]"	-0.872060659348768	0.00100163695912441	NA	0.05	7251	185
"131839"	"chr20:60885958-60886150_-"	0.91314	0.78205	NA	1	1	1	NA	1	1	NA	NA	0.91696	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0.961215	1.059512	"(0,5]"	11.22565678144	0.00521108238333333	0.1	"(0.0667,0.133]"	-0.872060659348768	0.00100163695912441	NA	0.05	7251	186
"130139"	"chr20:42843528-42843643_+"	NA	0.68067	NA	NA	0.66667	NA	NA	0.73684	0.33333	NA	1	NA	NA	NA	0.51111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.50143	47.43146	40.95171	24.00223	42.89486	42.79499	91.82315	50.87539	19.07179	56.92213	85.47477	53.67225	62.44331	37.81321	40.01465	15	6	6	0.65477	47.6271533333333	"(45,50]"	467.757001392347	0.0501387054	1	"(0.933,1]"	0.972320624175827	0.00113861852194042	NA	0.05	7251	187
"42446"	"chr14:105722855-105722886_-"	1	1	1	1	1	1	1	1	1	1	1	0.89954	1	0.87786	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28965	0	1	1	15	0.98516	0.41931	"(0,5]"	2.6373131415	0.00155050051428571	0.0666666666666667	NA	-0.753843784693971	0.00116998937256411	NA	0.05	7251	188
"131840"	"chr20:60886218-60886363_-"	0.91364	0.82564	1	1	1	1	NA	1	1	1	NA	0.91696	1	1	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	0.971353333333333	0.882926666666667	"(0,5]"	9.35471398453333	0.00317341115151515	0.0833333333333333	"(0.0667,0.133]"	-0.814580593559946	0.00125278047377307	NA	0.05	7251	189
"131841"	"chr20:60886218-60886363_-"	0.91364	0.82564	1	1	1	1	NA	1	1	1	NA	0.91696	1	1	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	0.971353333333333	0.882926666666667	"(0,5]"	9.35471398453333	0.00317341115151515	0.0833333333333333	"(0.0667,0.133]"	-0.814580593559946	0.00125278047377307	NA	0.05	7251	190
"131842"	"chr20:60886218-60886363_-"	0.91364	0.82564	1	1	1	1	NA	1	1	1	NA	0.91696	1	1	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	0.971353333333333	0.882926666666667	"(0,5]"	9.35471398453333	0.00317341115151515	0.0833333333333333	"(0.0667,0.133]"	-0.814580593559946	0.00125278047377307	NA	0.05	7251	191
"131843"	"chr20:60886218-60886363_-"	0.91364	0.82564	1	1	1	1	NA	1	1	1	NA	0.91696	1	1	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	0.971353333333333	0.882926666666667	"(0,5]"	9.35471398453333	0.00317341115151515	0.0833333333333333	"(0.0667,0.133]"	-0.814580593559946	0.00125278047377307	NA	0.05	7251	192
"131844"	"chr20:60886218-60886363_-"	0.91364	0.82564	1	1	1	1	NA	1	1	1	NA	0.91696	1	1	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	0.971353333333333	0.882926666666667	"(0,5]"	9.35471398453333	0.00317341115151515	0.0833333333333333	"(0.0667,0.133]"	-0.814580593559946	0.00125278047377307	NA	0.05	7251	193
"21390"	"chr11:72415197-72415379_-"	0.88415	0.78072	1	1	0.83826	0.78443	1	0.94157	0.85049	0.94089	0.96383	0.9187	1	1	1	1	0	1	1	0	0	1	0	0	1	2	0	1	1	1	5.92713	0	7.00673	6.62307	0	0	10.57358	0	0	6.3772	15.0631600046195	0	10.15533	11.25926	8.24892	10	10	15	0.926869333333333	5.4156253336413	"(5,10]"	26.1049737673648	0.0065066452352381	0.6	"(0.533,0.6]"	0.750840764108378	0.00125594223110803	0.00423201833518434	0.05	7251	194
