size	dataType	view	cell	lab	geoSampleAccession	dccAccession	dataVersion	softwareVersion	type	md5sum	geoSampleAccesion	dateSubmitted	controlId	grant	dateResubmitted	origAssembly	treatment	replicate	antibody	control	setType	tableName	protocol	labExpId	localization	rnaExtract	strand	labVersion	labProtocolId	bioRep	project	composite	readType	dateUnrestricted	seqPlatform	spikeInPool	objStatus	subId	filename
267M	RnaSeq	MinusSignal	GM12878	CSHL	GSM840138	wgEncodeEH000141	ENCODE June 2010 Freeze	NA	bigWig	cadc625e69182fb0af58e4e6a48b2687	NA	2009-10-22	NA	Gingeras	2010-06-17	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1	NA	crg-7	cell	total	NA	NA	NA	gen0102WC	wgEncode	wgEncodeCshlLongRnaSeq	NA	2010-07-22	Illumina_GA2	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1.bigWig
203M	RnaSeq	MinusSignal	GM12878	CSHL	GSM840138	wgEncodeEH000141	ENCODE June 2010 Freeze	NA	bigWig	6cacaa26ba8546a42ded06e443bca381	NA	2009-10-22	NA	Gingeras	2010-06-17	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2	NA	crg-12	cell	total	NA	NA	NA	gen0103WC	wgEncode	wgEncodeCshlLongRnaSeq	NA	2010-07-22	Illumina_GA2	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2.bigWig
278M	RnaSeq	PlusSignal	GM12878	CSHL	GSM840138	wgEncodeEH000141	ENCODE June 2010 Freeze	NA	bigWig	9ca68b5ab1aab4a0768f949edc2c34d2	NA	2009-10-22	NA	Gingeras	2010-06-17	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1	NA	crg-7	cell	total	NA	NA	NA	gen0102WC	wgEncode	wgEncodeCshlLongRnaSeq	NA	2010-07-22	Illumina_GA2	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1.bigWig
212M	RnaSeq	PlusSignal	GM12878	CSHL	GSM840138	wgEncodeEH000141	ENCODE June 2010 Freeze	NA	bigWig	bb977f7faab0e17a5288a2a63d0aac18	NA	2009-10-22	NA	Gingeras	2010-06-17	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep2	NA	crg-12	cell	total	NA	NA	NA	gen0103WC	wgEncode	wgEncodeCshlLongRnaSeq	NA	2010-07-22	Illumina_GA2	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep2.bigWig
24M	RnaSeq	MinusSignal	GM12878	CSHL	GSM767852	wgEncodeEH000186	ENCODE Jan 2011 Freeze	NA	bigWig	5e085ddb9bec9e0cdb7dd365ad1e38f9	NA	2010-12-23	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaMinusRawSigRep1	NA	LID18547	cytosol	longNonPolyA	NA	NA	NA	003C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaMinusRawSigRep1.bigWig
29M	RnaSeq	MinusSignal	GM12878	CSHL	GSM767852	wgEncodeEH000186	ENCODE Jan 2011 Freeze	NA	bigWig	5320df60c493b62323159ba8902045ac	NA	2010-12-23	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaMinusRawSigRep2	NA	LID18548	cytosol	longNonPolyA	NA	NA	NA	004C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaMinusRawSigRep2.bigWig
24M	RnaSeq	PlusSignal	GM12878	CSHL	GSM767852	wgEncodeEH000186	ENCODE Jan 2011 Freeze	NA	bigWig	f32c7e5690e6312bd283e778318345ce	NA	2010-12-23	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaPlusRawSigRep1	NA	LID18547	cytosol	longNonPolyA	NA	NA	NA	003C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaPlusRawSigRep1.bigWig
30M	RnaSeq	PlusSignal	GM12878	CSHL	GSM767852	wgEncodeEH000186	ENCODE Jan 2011 Freeze	NA	bigWig	a4493f8c3c86fa48cd6cbdaaf5978ed9	NA	2010-12-23	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaPlusRawSigRep2	NA	LID18548	cytosol	longNonPolyA	NA	NA	NA	004C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolLongnonpolyaPlusRawSigRep2.bigWig
445M	RnaSeq	MinusSignal	GM12878	CSHL	GSM758560	wgEncodeEH000147	ENCODE Jan 2011 Freeze	NA	bigWig	49d31ed4be23c30264fdbbdcbc25f884	NA	2010-10-05	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolPapMinusRawSigRep1	NA	LID8467	cytosol	longPolyA	NA	NA	NA	003C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-07-05	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolPapMinusRawSigRep1.bigWig
425M	RnaSeq	MinusSignal	GM12878	CSHL	GSM758560	wgEncodeEH000147	ENCODE Jan 2011 Freeze	NA	bigWig	1f90f73e1e748608ed25d4cba71800b2	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolPapMinusRawSigRep2	NA	LID8468	cytosol	longPolyA	NA	NA	NA	004C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolPapMinusRawSigRep2.bigWig
457M	RnaSeq	PlusSignal	GM12878	CSHL	GSM758560	wgEncodeEH000147	ENCODE Jan 2011 Freeze	NA	bigWig	d1a4b6a52a61d2b38cecf77e30259fe9	NA	2010-10-05	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolPapPlusRawSigRep1	NA	LID8467	cytosol	longPolyA	NA	NA	NA	003C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-07-05	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolPapPlusRawSigRep1.bigWig
437M	RnaSeq	PlusSignal	GM12878	CSHL	GSM758560	wgEncodeEH000147	ENCODE Jan 2011 Freeze	NA	bigWig	f100b30fde8819a023878d27bd4d7691	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878CytosolPapPlusRawSigRep2	NA	LID8468	cytosol	longPolyA	NA	NA	NA	004C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878CytosolPapPlusRawSigRep2.bigWig
352M	RnaSeq	MinusSignal	GM12878	CSHL	GSM767853	wgEncodeEH000187	ENCODE Jan 2011 Freeze	NA	bigWig	283c83c7ce7bae14595bee7213e52645	NA	2010-12-23	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaMinusRawSigRep1	NA	LID9197	nucleus	longNonPolyA	NA	NA	NA	003N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaMinusRawSigRep1.bigWig
387M	RnaSeq	MinusSignal	GM12878	CSHL	GSM767853	wgEncodeEH000187	ENCODE Jan 2011 Freeze	NA	bigWig	d924ac0849191629d21b4855211cc312	NA	2011-01-12	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaMinusRawSigRep2	NA	LID9198	nucleus	longNonPolyA	NA	NA	NA	004N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-12	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaMinusRawSigRep2.bigWig
370M	RnaSeq	PlusSignal	GM12878	CSHL	GSM767853	wgEncodeEH000187	ENCODE Jan 2011 Freeze	NA	bigWig	c7981359e0191f555ebed15ad3c51b1a	NA	2010-12-23	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaPlusRawSigRep1	NA	LID9197	nucleus	longNonPolyA	NA	NA	NA	003N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-09-23	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaPlusRawSigRep1.bigWig
408M	RnaSeq	PlusSignal	GM12878	CSHL	GSM767853	wgEncodeEH000187	ENCODE Jan 2011 Freeze	NA	bigWig	278e344f7123faeb36e08e64ac2c6df6	NA	2011-01-12	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaPlusRawSigRep2	NA	LID9198	nucleus	longNonPolyA	NA	NA	NA	004N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-12	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusLongnonpolyaPlusRawSigRep2.bigWig
1.2G	RnaSeq	MinusSignal	GM12878	CSHL	GSM765386	wgEncodeEH000170	ENCODE Jan 2011 Freeze	NA	bigWig	10d233aebd8034afb482997de40d2681	NA	2010-09-30	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep1	NA	LID8532	nucleus	longPolyA	NA	NA	NA	003N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-30	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep1.bigWig
1.2G	RnaSeq	MinusSignal	GM12878	CSHL	GSM765386	wgEncodeEH000170	ENCODE Jan 2011 Freeze	NA	bigWig	75bfde2a99aecb7b2682e97f8e2f676f	NA	2010-09-30	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep2	NA	LID8533	nucleus	longPolyA	NA	NA	NA	004N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-30	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep2.bigWig
1.2G	RnaSeq	PlusSignal	GM12878	CSHL	GSM765386	wgEncodeEH000170	ENCODE Jan 2011 Freeze	NA	bigWig	d6ff052c7dbd870e814b14412a3311d8	NA	2010-09-30	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep1	NA	LID8532	nucleus	longPolyA	NA	NA	NA	003N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-30	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep1.bigWig
1.2G	RnaSeq	PlusSignal	GM12878	CSHL	GSM765386	wgEncodeEH000170	ENCODE Jan 2011 Freeze	NA	bigWig	2cb8be0f9da7a89b66bc76d766d1c639	NA	2010-09-30	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep2	NA	LID8533	nucleus	longPolyA	NA	NA	NA	004N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-30	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep2.bigWig
978M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758573	wgEncodeEH000149	ENCODE Jan 2011 Freeze	NA	bigWig	1459ea72e379f4bd3e0bc95c1d312bf0	NA	2010-09-29	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep1	NA	LID8663	cell	longNonPolyA	NA	NA	NA	005WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep1.bigWig
1013M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758573	wgEncodeEH000149	ENCODE Jan 2011 Freeze	NA	bigWig	a8d9bffedf9ef92fccc7ae258497fe96	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2	NA	LID8664	cell	longNonPolyA	NA	NA	NA	006WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2.bigWig
1.1G	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758573	wgEncodeEH000149	ENCODE Jan 2011 Freeze	NA	bigWig	db427450bbe33bbacef6827974d5991c	NA	2010-09-29	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep1	NA	LID8663	cell	longNonPolyA	NA	NA	NA	005WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep1.bigWig
1.1G	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758573	wgEncodeEH000149	ENCODE Jan 2011 Freeze	NA	bigWig	9412fbc46be578063753f90581b0244e	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep2	NA	LID8664	cell	longNonPolyA	NA	NA	NA	006WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep2.bigWig
705M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758566	wgEncodeEH000150	ENCODE Jan 2011 Freeze	NA	bigWig	48f840994b1c0d9705409a1f4566d0ca	NA	2010-09-29	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapMinusRawSigRep1	NA	LID8461	cell	longPolyA	NA	NA	NA	005WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellPapMinusRawSigRep1.bigWig
608M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758566	wgEncodeEH000150	ENCODE Jan 2011 Freeze	NA	bigWig	b77ebc1983989795f0c9def09f6622ed	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapMinusRawSigRep2	NA	LID8462	cell	longPolyA	NA	NA	NA	006WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellPapMinusRawSigRep2.bigWig
739M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758566	wgEncodeEH000150	ENCODE Jan 2011 Freeze	NA	bigWig	2655b4036e2193b4d0d1648d88101b21	NA	2010-09-29	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapPlusRawSigRep1	NA	LID8461	cell	longPolyA	NA	NA	NA	005WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellPapPlusRawSigRep1.bigWig
636M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758566	wgEncodeEH000150	ENCODE Jan 2011 Freeze	NA	bigWig	ca7cbf571fc15cb83af527bf7c7b77a9	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapPlusRawSigRep2	NA	LID8462	cell	longPolyA	NA	NA	NA	006WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCellPapPlusRawSigRep2.bigWig
39M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM767842	wgEncodeEH000198	ENCODE Jan 2011 Freeze	NA	bigWig	bc0fc5389801c015f08204260af3c9e0	NA	2011-01-11	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCytosolLongnonpolyaMinusRawSigRep2	NA	LID18549	cytosol	longNonPolyA	NA	NA	NA	006C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-11	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCytosolLongnonpolyaMinusRawSigRep2.bigWig
40M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM767842	wgEncodeEH000198	ENCODE Jan 2011 Freeze	NA	bigWig	48cdf386743565a8cb81e6e1b76f3054	NA	2011-01-11	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCytosolLongnonpolyaPlusRawSigRep2	NA	LID18549	cytosol	longNonPolyA	NA	NA	NA	006C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-11	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCytosolLongnonpolyaPlusRawSigRep2.bigWig
614M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758570	wgEncodeEH000151	ENCODE Jan 2011 Freeze	NA	bigWig	fb64f13b01908023eb72f7d55fe2f9da	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCytosolPapMinusRawSigRep2	NA	LID8536	cytosol	longPolyA	NA	NA	NA	006C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCytosolPapMinusRawSigRep2.bigWig
640M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758570	wgEncodeEH000151	ENCODE Jan 2011 Freeze	NA	bigWig	91c6ddc34ae22add45c8dc8995f2aa90	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCytosolPapPlusRawSigRep2	NA	LID8536	cytosol	longPolyA	NA	NA	NA	006C	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescCytosolPapPlusRawSigRep2.bigWig
282M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM767841	wgEncodeEH000199	ENCODE Jan 2011 Freeze	NA	bigWig	1e5b7a30777eb17c3c13855956772da4	NA	2011-01-11	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescNucleusLongnonpolyaMinusRawSigRep2	NA	LID9199	nucleus	longNonPolyA	NA	NA	NA	006N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-11	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescNucleusLongnonpolyaMinusRawSigRep2.bigWig
300M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM767841	wgEncodeEH000199	ENCODE Jan 2011 Freeze	NA	bigWig	192709bb1092dbb61cf4b4084a223d5c	NA	2011-01-11	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescNucleusLongnonpolyaPlusRawSigRep2	NA	LID9199	nucleus	longNonPolyA	NA	NA	NA	006N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-11	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescNucleusLongnonpolyaPlusRawSigRep2.bigWig
882M	RnaSeq	MinusSignal	H1-hESC	CSHL	GSM758574	wgEncodeEH000152	ENCODE Jan 2011 Freeze	NA	bigWig	6f97cdc336e074180f449c60724ba62a	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescNucleusPapMinusRawSigRep2	NA	LID8558	nucleus	longPolyA	NA	NA	NA	006N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescNucleusPapMinusRawSigRep2.bigWig
920M	RnaSeq	PlusSignal	H1-hESC	CSHL	GSM758574	wgEncodeEH000152	ENCODE Jan 2011 Freeze	NA	bigWig	ec3c832062261141ec75fed2f2561a30	NA	2010-09-29	NA	Gingeras	NA	NA	NA	2	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescNucleusPapPlusRawSigRep2	NA	LID8558	nucleus	longPolyA	NA	NA	NA	006N	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-06-29	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqH1hescNucleusPapPlusRawSigRep2.bigWig
160M	RnaSeq	MinusSignal	HeLa-S3	CSHL	GSM767847	wgEncodeEH000191	ENCODE Jan 2011 Freeze	NA	bigWig	5044e4377722e5f4890cdc31068d895d	NA	2011-01-21	NA	Gingeras	NA	NA	NA	1	NA	NA	NA	wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1	NA	LID8790	cell	longNonPolyA	NA	NA	NA	011WC	wgEncode	wgEncodeCshlLongRnaSeq	2x76D	2011-10-21	Illumina_GA2x	Nist14	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqHelas3CellLongnonpolyaMinusRawSigRep1.bigWig
