project	grant	lab	composite	dataType	view	cell	treatment	antibody	control	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	type	md5sum	size	geoSampleAccession	labVersion	tableName	origAssembly	dateResubmitted	objStatus	submittedDataVersion	softwareVersion	filename
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2	std	1	ENCODE June 2010 Freeze	wgEncodeEH000616	2008-10-31	2009-07-31	1376	exp	wgEncodeEH000615	bai	42080887a1543c77aca3218bbf2d40fa	5.6M	NA	remapped from hg18	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2StdAlnRep1.bam.bai
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2	std	2	ENCODE June 2010 Freeze	wgEncodeEH000616	2008-10-31	2009-07-31	1388	exp	wgEncodeEH000615	bam	719a43b38965fa74b8e6325f7dd6b214	329M	NA	remapped from hg18	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2StdAlnRep2.bam
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2	std	2	ENCODE June 2010 Freeze	wgEncodeEH000616	2008-10-31	2009-07-31	1388	exp	wgEncodeEH000615	bai	574e13420b3a234f02fd711c2a84962a	5.6M	NA	remapped from hg18	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2StdAlnRep2.bam.bai
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	Pol2	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000616	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000615	narrowPeak	41d68a9c6796b020e88d2adcf9be1ba3	272K	GSM935358	NA	wgEncodeSydhTfbsK562Pol2StdPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2StdPk.narrowPeak.gz
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	Pol2	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000616	2010-12-02	2011-04-08	3056	exp	wgEncodeEH000615	bigWig	86e02c859d476b4fdc69d6ddf4d014ce	289M	GSM935358	NA	wgEncodeSydhTfbsK562Pol2StdSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2StdSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	bam	eb7dfd9cfce147b2134efb217e8e235d	558M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	bai	cbfa3cecdbbe9647f65d7ab7fdf4386a	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	bam	c6782813723963b7ea1d0f9eb0375b97	507M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	bai	8111067c032d9d7e0a178296fc075a46	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	Pol2(phosphoS2)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	narrowPeak	5f7f919615060c200ba047bece218c5e	1.8M	GSM935402	PeakSeq1.0	wgEncodeSydhTfbsK562Pol2s2IggrabPk	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol2(phosphoS2)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	fastq	cd2a170514cc096eedc3e2449d7d26a2	1005M	GSM935402	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabRawDataRep1.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol2(phosphoS2)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	fastq	6e613d1b99b98420527d5caa6ca3881a	996M	GSM935402	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabRawDataRep2.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	Pol2(phosphoS2)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002833	2012-02-04	2012-11-03	5522	exp	wgEncodeEH001795	bigWig	e0adc91e50615ec823d2ebd3055b5a06	373M	GSM935402	PeakSeq1.0	wgEncodeSydhTfbsK562Pol2s2IggrabSig	NA	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2IggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	std	1	ENCODE Mar 2012 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	4324	exp	wgEncodeEH000615	bam	79dcc36f6d98c66d0fe4d09370a33afa	158M	NA	NA	NA	hg19	2011-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	std	1	ENCODE Mar 2012 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	4324	exp	wgEncodeEH000615	bai	aeead29a5d02294e7855837c03adb2d5	5.5M	NA	NA	NA	hg19	2011-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	std	2	ENCODE Mar 2012 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	4324	exp	wgEncodeEH000615	bam	74fb76b4cd38cdee35e54ba10bda3da3	125M	NA	NA	NA	hg19	2011-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol2(phosphoS2)	std	2	ENCODE Mar 2012 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	4324	exp	wgEncodeEH000615	bai	c3f0a1d8cafab39cb1bb0e1da7ccbbee	5.5M	NA	NA	NA	hg19	2011-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	Pol2(phosphoS2)	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	1623	exp	wgEncodeEH000615	narrowPeak	3dce75d663db7e3d0db775c02bba0fd2	1.2M	GSM935645	PeakSeq1.0	wgEncodeSydhTfbsK562Pol2s2StdPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol2(phosphoS2)	std	1	ENCODE Jan 2011 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	1623	exp	wgEncodeEH000615	fastq	ff686b6d19cb2abf6f508f95a0189ad3	254M	GSM935645	Early pipeline version.  Low quality reads excluded.	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol2(phosphoS2)	std	2	ENCODE Jan 2011 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	1623	exp	wgEncodeEH000615	fastq	8cbff4d3a3fc89013eefe31cfcdd2019	212M	GSM935645	Early pipeline version.  Low quality reads excluded.	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	Pol2(phosphoS2)	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001805	2010-07-12	2011-04-12	1623	exp	wgEncodeEH000615	bigWig	92b18c6fdad57668cdb1fb10fea45902	140M	GSM935645	PeakSeq1.0	wgEncodeSydhTfbsK562Pol2s2StdSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol2s2StdSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol3	std	1	ENCODE Jan 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	669	exp	wgEncodeEH000615	fastq	965514eb2bdd94b52a53003b5e439bca	108M	GSM935481	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol3RawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Pol3	std	2	ENCODE Jan 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	669	exp	wgEncodeEH000615	fastq	c49b219aa4a13e0119d5f8b31e0f9906	104M	GSM935481	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol3RawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol3	std	1	ENCODE June 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	1377	exp	wgEncodeEH000615	bam	afd80adf402822a51208ddcbb0aa8b58	140M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol3	std	1	ENCODE June 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	1377	exp	wgEncodeEH000615	bai	a5a26c3a58b793cfd7a494f59e77b7c7	5.5M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol3	std	2	ENCODE June 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	1388	exp	wgEncodeEH000615	bam	740bf0c412cd173cf72ee5ba4e41e63f	134M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Pol3	std	2	ENCODE June 2010 Freeze	wgEncodeEH000694	2009-11-12	2010-08-12	1388	exp	wgEncodeEH000615	bai	81a069d8ffaaaf986c68378e4357c152	5.5M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	Pol3	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000694	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000615	narrowPeak	9123418a8d342a40a1f9614cbfca0806	2.1K	GSM935481	NA	wgEncodeSydhTfbsK562Pol3StdPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	Pol3	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000694	2010-12-02	2011-04-08	3056	exp	wgEncodeEH000615	bigWig	b27a37aba97933f74da7c6f52c8a4535	279M	GSM935481	NA	wgEncodeSydhTfbsK562Pol3StdSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Pol3StdSig.bigWig
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Rad21	std	1	ENCODE July 2009 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	319	exp	wgEncodeEH000615	fastq	486fce091f2146881d670c5c19f27a8b	361M	GSM935319	Contains incomplete fastq files	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rad21RawDataRep1.fastq.gz
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	Rad21	std	2	ENCODE July 2009 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	319	exp	wgEncodeEH000615	fastq	3517a7473224b6548a0d0e8fbb30b0ef	350M	GSM935319	Contains incomplete fastq files	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rad21RawDataRep2.fastq.gz
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Rad21	std	1	ENCODE June 2010 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	1377	exp	wgEncodeEH000615	bam	94c1159522885c017235571890cc342c	445M	NA	remapped from hg18, Contains incomplete fastq files	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdAlnRep1.bam
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Rad21	std	1	ENCODE June 2010 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	1377	exp	wgEncodeEH000615	bai	2916255b96fb82f938f5e76c68446618	5.7M	NA	remapped from hg18, Contains incomplete fastq files	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdAlnRep1.bam.bai
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Rad21	std	2	ENCODE June 2010 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	1388	exp	wgEncodeEH000615	bam	7f5c811793a97f48564b77337c815993	431M	NA	remapped from hg18, Contains incomplete fastq files	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdAlnRep2.bam
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	Rad21	std	2	ENCODE June 2010 Freeze	wgEncodeEH000649	2009-05-05	2010-02-04	1388	exp	wgEncodeEH000615	bai	544f991f47f4151d1255b7bc8052f1a0	5.7M	NA	remapped from hg18, Contains incomplete fastq files	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdAlnRep2.bam.bai
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	Rad21	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000649	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000615	narrowPeak	31e26aa8be8f75f6f0ebfbc12e2a904f	259K	GSM935319	NA	wgEncodeSydhTfbsK562Rad21StdPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdPk.narrowPeak.gz
wgEncode	Snyder	Yale	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	Rad21	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000649	2010-12-02	2011-04-08	3056	exp	wgEncodeEH000615	bigWig	1b4ca781ee370e3c899ba9ea38e0fdb8	304M	GSM935319	NA	wgEncodeSydhTfbsK562Rad21StdSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rad21StdSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RFX5_(200-401-194)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	bam	67953e12b1fc038c413911229fb79c90	432M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RFX5_(200-401-194)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	bai	5f1b1351cffbb9ac997b5bcf7920a44a	5.8M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RFX5_(200-401-194)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	bam	0d2a07f30aaec2c8159b4f3e480d350e	542M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RFX5_(200-401-194)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	bai	7a89f8395f2b9151c839af95a0f6d07a	5.9M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	RFX5_(200-401-194)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	narrowPeak	ae84b26b09857dfc02444fcf70734f7e	677K	GSM935565	PeakSeq1.0.  Although this dataset narrowly misses the ENCODE cut-off for peak agreement between replicates, the exceptionally strong signals observed at the HLA loci on chromosome 6 indicate that this is a high-quality dataset.	wgEncodeSydhTfbsK562Rfx5IggrabPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	RFX5_(200-401-194)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	fastq	51f91e010832926249b293dfae15e0ec	998M	GSM935565	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabRawDataRep1.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	RFX5_(200-401-194)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	fastq	7e40c76e38e500b13ba728722aa6066d	1.5G	GSM935565	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabRawDataRep2.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	RFX5_(200-401-194)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002033	2011-06-30	2012-03-30	4460	exp	wgEncodeEH001795	bigWig	d299cecee661b156a022b96fa7f26d7f	365M	GSM935565	PeakSeq1.0	wgEncodeSydhTfbsK562Rfx5IggrabSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rfx5IggrabSig.bigWig
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	RPC155	std	1	ENCODE July 2009 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	385	exp	wgEncodeEH000615	fastq	630fa527c58ea892f1fd61b0e660c3b3	280M	GSM935372	Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155RawDataRep1.fastq.gz
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	RawData	K562	None	RPC155	std	2	ENCODE July 2009 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	385	exp	wgEncodeEH000615	fastq	e77e076ee9018830c98d0f932580de41	282M	GSM935372	Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155RawDataRep2.fastq.gz
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RPC155	std	1	ENCODE June 2010 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	1341	exp	wgEncodeEH000615	bam	301cc708041b6fee15716493045c9573	340M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdAlnRep1.bam
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RPC155	std	1	ENCODE June 2010 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	1341	exp	wgEncodeEH000615	bai	345ca359c00ee4a161d93578ef808549	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdAlnRep1.bam.bai
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RPC155	std	2	ENCODE June 2010 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	1343	exp	wgEncodeEH000615	bam	563c84370e36c6055c3001cc55d208cb	363M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdAlnRep2.bam
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	None	RPC155	std	2	ENCODE June 2010 Freeze	wgEncodeEH000680	2009-06-22	2010-03-22	1343	exp	wgEncodeEH000615	bai	483e2c9a5a8d50eb4ecd86b1ddcd8359	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded, fragmented with both a probe sonicator and a Misonix sonicator, and precipitated with protein A sepharose beads	NA	hg18	2010-06-14	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdAlnRep2.bam.bai
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	None	RPC155	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000680	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000615	narrowPeak	c5b18252c20c6aebc467656680c51d20	20K	GSM935372	NA	wgEncodeSydhTfbsK562Rpc155StdPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdPk.narrowPeak.gz
wgEncode	Snyder	Harvard	wgEncodeSydhTfbs	ChipSeq	Signal	K562	None	RPC155	std	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000680	2010-12-02	2011-04-08	3056	exp	wgEncodeEH000615	bigWig	fcba3b130a9c71fa995f0d2728c33b00	284M	GSM935372	NA	wgEncodeSydhTfbsK562Rpc155StdSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Rpc155StdSig.bigWig
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	MNaseD	SETDB1	UCDavis	1	ENCODE June 2010 Freeze	wgEncodeEH000769	2010-01-16	2010-10-15	1360	exp	wgEncodeEH000672	bam	f6af117cd3a31533b2f3e663a038ef52	702M	NA	remapped from hg18, Fragmented using MNase and used proteinA agarose beads for ChIPs, PeakSeq 1.0 (fdr 0.001)	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdAlnRep1.bam
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	MNaseD	SETDB1	UCDavis	1	ENCODE June 2010 Freeze	wgEncodeEH000769	2010-01-16	2010-10-15	1360	exp	wgEncodeEH000672	bai	5ba4f7705ea48b0a806188cdd7c972b8	5.9M	NA	remapped from hg18, Fragmented using MNase and used proteinA agarose beads for ChIPs, PeakSeq 1.0 (fdr 0.001)	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdAlnRep1.bam.bai
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	MNaseD	SETDB1	UCDavis	2	ENCODE June 2010 Freeze	wgEncodeEH000769	2010-01-16	2010-10-15	1364	exp	wgEncodeEH000672	bam	de153f0652491963bfd7bbcb4084fec7	792M	NA	remapped from hg18, Fragmented using MNase and used proteinA agarose beads for ChIPs, PeakSeq 1.0 (fdr 0.001)	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdAlnRep2.bam
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	Alignments	K562	MNaseD	SETDB1	UCDavis	2	ENCODE June 2010 Freeze	wgEncodeEH000769	2010-01-16	2010-10-15	1364	exp	wgEncodeEH000672	bai	692e5f36ad6a2c94cc0d6c54d48611ae	5.9M	NA	remapped from hg18, Fragmented using MNase and used proteinA agarose beads for ChIPs, PeakSeq 1.0 (fdr 0.001)	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdAlnRep2.bam.bai
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	Peaks	K562	MNaseD	SETDB1	UCDavis	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000769	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000672	narrowPeak	74ed6582b9df786ac592b77a0b22cf1d	29K	GSM935573	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsK562Setdb1MnasedUcdPk.narrowPeak.gz
wgEncode	Snyder	USC	wgEncodeSydhTfbs	ChipSeq	RawData	K562	MNaseD	SETDB1	UCDavis	1	ENCODE Jan 2010 Freeze	wgEncodeEH000769	2010-01-16	2010-10-15	1088	exp	wgEncodeEH000672	fastq	186b16c6759852eeccbe0ebefe8db856	515M	GSM935573	Fragmented using MNase and used proteinA agarose beads for ChIPs,	NA	hg18	NA	NA	NA	PeakSeq1.0 (fdr 0.001)	wgEncodeSydhTfbsK562Setdb1MnasedUcdRawDataRep1.fastq.gz
